Product name,String ID,GUID,Service plans included,Service plans included (friendly names)
AUDIO CONFERENCING,MCOMEETADV,0c266dff-15dd-4b49-8397-2bb16070ed52,MCOMEETADV (3e26ee1f-8a5f-4d52-aee2-b81ce45c8f40),AUDIO CONFERENCING(3e26ee1f-8a5f-4d52-aee2-b81ce45c8f40)
AZURE ACTIVE DIRECTORY BASIC,AAD_BASIC,2b9c8e7c-319c-43a2-a2a0-48c5c6161de7,AAD_BASIC (c4da7f8a-5ee2-4c99-a7e1-87d2df57f6fe),MICROSOFT AZURE ACTIVE DIRECTORY BASIC(c4da7f8a-5ee2-4c99-a7e1-87d2df57f6fe)
AZURE ACTIVE DIRECTORY PREMIUM P1,AAD_PREMIUM,078d2b04-f1bd-4111-bbd4-b4b1b354cef4,AAD_PREMIUM (41781fb2-bc02-4b7c-bd55-b576c07bb09d),AZURE ACTIVE DIRECTORY PREMIUM P1 (41781fb2-bc02-4b7c-bd55-b576c07bb09d)
AZURE ACTIVE DIRECTORY PREMIUM P2,AAD_PREMIUM,078d2b04-f1bd-4111-bbd4-b4b1b354cef5,ADALLOM_S_DISCOVERY (932ad362-64a8-4783-9106-97849a1a30b9),MICROSOFT AZURE MULTI-FACTOR AUTHENTICATION (8a256a2b-b617-496d-b51b-e76466e88db0)
AZURE ACTIVE DIRECTORY PREMIUM P3,AAD_PREMIUM,078d2b04-f1bd-4111-bbd4-b4b1b354cef6,MFA_PREMIUM (8a256a2b-b617-496d-b51b-e76466e88db0),CLOUD APP SECURITY DISCOVERY (932ad362-64a8-4783-9106-97849a1a30b9)
AZURE ACTIVE DIRECTORY PREMIUM P2,AAD_PREMIUM_P2,84a661c4-e949-4bd2-a560-ed7766fcaf2b,AAD_PREMIUM (41781fb2-bc02-4b7c-bd55-b576c07bb09d),AZURE ACTIVE DIRECTORY PREMIUM P1 (41781fb2-bc02-4b7c-bd55-b576c07bb09d)
AZURE ACTIVE DIRECTORY PREMIUM P3,AAD_PREMIUM_P3,84a661c4-e949-4bd2-a560-ed7766fcaf2b,AAD_PREMIUM_P2 (eec0eb4f-6444-4f95-aba0-50c24d67f998),MICROSOFT AZURE MULTI-FACTOR AUTHENTICATION (8a256a2b-b617-496d-b51b-e76466e88db0)
AZURE ACTIVE DIRECTORY PREMIUM P4,AAD_PREMIUM_P4,84a661c4-e949-4bd2-a560-ed7766fcaf2b,ADALLOM_S_DISCOVERY (932ad362-64a8-4783-9106-97849a1a30b9),CLOUD APP SECURITY DISCOVERY (932ad362-64a8-4783-9106-97849a1a30b9)
AZURE ACTIVE DIRECTORY PREMIUM P5,AAD_PREMIUM_P5,84a661c4-e949-4bd2-a560-ed7766fcaf2b,MFA_PREMIUM (8a256a2b-b617-496d-b51b-e76466e88db0),AZURE ACTIVE DIRECTORY PREMIUM P2 (eec0eb4f-6444-4f95-aba0-50c24d67f998)
AZURE INFORMATION PROTECTION PLAN 1,RIGHTSMANAGEMENT,c52ea49f-fe5d-4e95-93ba-1de91d380f89,RMS_S_ENTERPRISE (bea4c11e-220a-4e6d-8eb8-8ea15d019f90),AZURE INFORMATION PROTECTION PREMIUM P1 (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3)
AZURE INFORMATION PROTECTION PLAN 2,RIGHTSMANAGEMENT,c52ea49f-fe5d-4e95-93ba-1de91d380f90,RMS_S_PREMIUM (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3),MICROSOFT AZURE ACTIVE DIRECTORY RIGHTS (bea4c11e-220a-4e6d-8eb8-8ea15d019f90)
DYNAMICS 365 CUSTOMER ENGAGEMENT PLAN ENTERPRISE EDITION,DYN365_ENTERPRISE_PLAN1,ea126fc5-a19e-42e2-a731-da9d437bffcf,DYN365_ENTERPRISE_P1 (d56f3deb-50d8-465a-bedb-f079817ccac1),MICROSOFT SOCIAL ENGAGEMENT - SERVICE DISCONTINUATION (03acaee3-9492-4f40-aed4-bcb6b32981b6)
DYNAMICS 365 CUSTOMER ENGAGEMENT PLAN ENTERPRISE EDITION,DYN365_ENTERPRISE_PLAN2,ea126fc5-a19e-42e2-a731-da9d437bffcf,FLOW_DYN_P2 (b650d915-9886-424b-a08d-633cede56f57),POWERAPPS FOR DYNAMICS 365 (0b03f40b-c404-40c3-8651-2aceb74365fa)
DYNAMICS 365 CUSTOMER ENGAGEMENT PLAN ENTERPRISE EDITION,DYN365_ENTERPRISE_PLAN3,ea126fc5-a19e-42e2-a731-da9d437bffcf,NBENTERPRISE (03acaee3-9492-4f40-aed4-bcb6b32981b6),SHAREPOINT ONLINE (PLAN 2) (5dbe027f-2339-4123-9542-606e4d348a72)
DYNAMICS 365 CUSTOMER ENGAGEMENT PLAN ENTERPRISE EDITION,DYN365_ENTERPRISE_PLAN4,ea126fc5-a19e-42e2-a731-da9d437bffcf,POWERAPPS_DYN_P2 (0b03f40b-c404-40c3-8651-2aceb74365fa),FLOW FOR DYNAMICS 365 (b650d915-9886-424b-a08d-633cede56f57)
DYNAMICS 365 CUSTOMER ENGAGEMENT PLAN ENTERPRISE EDITION,DYN365_ENTERPRISE_PLAN5,ea126fc5-a19e-42e2-a731-da9d437bffcf,PROJECT_CLIENT_SUBSCRIPTION (fafd7243-e5c1-4a3a-9e40-495efcb1d3c3),DYNAMICS 365 CUSTOMER ENGAGEMENT PLAN (d56f3deb-50d8-465a-bedb-f079817ccac1)
DYNAMICS 365 CUSTOMER ENGAGEMENT PLAN ENTERPRISE EDITION,DYN365_ENTERPRISE_PLAN6,ea126fc5-a19e-42e2-a731-da9d437bffcf,SHAREPOINT_PROJECT (fe71d6c3-a2ea-4499-9778-da042bf08063),OFFICE ONLINE (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
DYNAMICS 365 CUSTOMER ENGAGEMENT PLAN ENTERPRISE EDITION,DYN365_ENTERPRISE_PLAN7,ea126fc5-a19e-42e2-a731-da9d437bffcf,SHAREPOINTENTERPRISE (5dbe027f-2339-4123-9542-606e4d348a72),PROJECT ONLINE DESKTOP CLIENT (fafd7243-e5c1-4a3a-9e40-495efcb1d3c3)
DYNAMICS 365 CUSTOMER ENGAGEMENT PLAN ENTERPRISE EDITION,DYN365_ENTERPRISE_PLAN8,ea126fc5-a19e-42e2-a731-da9d437bffcf,SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),PROJECT ONLINE SERVICE (fe71d6c3-a2ea-4499-9778-da042bf08063)
DYNAMICS 365 FOR CUSTOMER SERVICE ENTERPRISE EDITION,DYN365_ENTERPRISE_CUSTOMER_SERVICE,749742bf-0d37-4158-a120-33567104deeb,DYN365_ENTERPRISE_CUSTOMER_SERVICE (99340b49-fb81-4b1e-976b-8f2ae8e9394f),MICROSOFT SOCIAL ENGAGEMENT - SERVICE DISCONTINUATION (03acaee3-9492-4f40-aed4-bcb6b32981b6)
DYNAMICS 365 FOR CUSTOMER SERVICE ENTERPRISE EDITION,DYN365_ENTERPRISE_CUSTOMER_SERVICE,749742bf-0d37-4158-a120-33567104deeb,FLOW_DYN_APPS (7e6d7d78-73de-46ba-83b1-6d25117334ba),PROJECT ONLINE ESSENTIALS (1259157c-8581-4875-bca7-2ffb18c51bda)
DYNAMICS 365 FOR CUSTOMER SERVICE ENTERPRISE EDITION,DYN365_ENTERPRISE_CUSTOMER_SERVICE,749742bf-0d37-4158-a120-33567104deeb,NBENTERPRISE (03acaee3-9492-4f40-aed4-bcb6b32981b6),SHAREPOINT ONLINE (PLAN 2) (5dbe027f-2339-4123-9542-606e4d348a72)
DYNAMICS 365 FOR CUSTOMER SERVICE ENTERPRISE EDITION,DYN365_ENTERPRISE_CUSTOMER_SERVICE,749742bf-0d37-4158-a120-33567104deeb,POWERAPPS_DYN_APPS (874fc546-6efe-4d22-90b8-5c4e7aa59f4b),FLOW FOR DYNAMICS 365 (7e6d7d78-73de-46ba-83b1-6d25117334ba)
DYNAMICS 365 FOR CUSTOMER SERVICE ENTERPRISE EDITION,DYN365_ENTERPRISE_CUSTOMER_SERVICE,749742bf-0d37-4158-a120-33567104deeb,PROJECT_ESSENTIALS (1259157c-8581-4875-bca7-2ffb18c51bda),POWERAPPS FOR DYNAMICS 365 (874fc546-6efe-4d22-90b8-5c4e7aa59f4b)
DYNAMICS 365 FOR CUSTOMER SERVICE ENTERPRISE EDITION,DYN365_ENTERPRISE_CUSTOMER_SERVICE,749742bf-0d37-4158-a120-33567104deeb,SHAREPOINTENTERPRISE (5dbe027f-2339-4123-9542-606e4d348a72),DYNAMICS 365 FOR CUSTOMER SERVICE (99340b49-fb81-4b1e-976b-8f2ae8e9394f)
DYNAMICS 365 FOR CUSTOMER SERVICE ENTERPRISE EDITION,DYN365_ENTERPRISE_CUSTOMER_SERVICE,749742bf-0d37-4158-a120-33567104deeb,SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),OFFICE ONLINE (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
DYNAMICS 365 FOR FINANCIALS BUSINESS EDITION,DYN365_FINANCIALS_BUSINESS_SKU,cc13a803-544e-4464-b4e4-6d6169a138fa,DYN365_FINANCIALS_BUSINESS (920656a2-7dd8-4c83-97b6-a356414dbd36),FLOW FOR DYNAMICS 365 (7e6d7d78-73de-46ba-83b1-6d25117334ba)
DYNAMICS 365 FOR FINANCIALS BUSINESS EDITION,DYN365_FINANCIALS_BUSINESS_SKU,cc13a803-544e-4464-b4e4-6d6169a138fa,FLOW_DYN_APPS (7e6d7d78-73de-46ba-83b1-6d25117334ba),POWERAPPS FOR DYNAMICS 365 (874fc546-6efe-4d22-90b8-5c4e7aa59f4b)
DYNAMICS 365 FOR FINANCIALS BUSINESS EDITION,DYN365_FINANCIALS_BUSINESS_SKU,cc13a803-544e-4464-b4e4-6d6169a138fa,POWERAPPS_DYN_APPS (874fc546-6efe-4d22-90b8-5c4e7aa59f4b),DYNAMICS 365 FOR FINANCIALS (920656a2-7dd8-4c83-97b6-a356414dbd36)
DYNAMICS 365 FOR SALES AND CUSTOMER SERVICE ENTERPRISE EDITION,DYN365_ENTERPRISE_SALES_CUSTOMERSERVICE,8edc2cf8-6438-4fa9-b6e3-aa1660c640cc,DYN365_ENTERPRISE_P1 (d56f3deb-50d8-465a-bedb-f079817ccac1),DYNAMICS 365 CUSTOMER ENGAGEMENT PLAN (d56f3deb-50d8-465a-bedb-f079817ccac1)
DYNAMICS 365 FOR SALES AND CUSTOMER SERVICE ENTERPRISE EDITION,DYN365_ENTERPRISE_SALES_CUSTOMERSERVICE,8edc2cf8-6438-4fa9-b6e3-aa1660c640cc,FLOW_DYN_APPS (7e6d7d78-73de-46ba-83b1-6d25117334ba),FLOW FOR DYNAMICS 365 (7e6d7d78-73de-46ba-83b1-6d25117334ba)
DYNAMICS 365 FOR SALES AND CUSTOMER SERVICE ENTERPRISE EDITION,DYN365_ENTERPRISE_SALES_CUSTOMERSERVICE,8edc2cf8-6438-4fa9-b6e3-aa1660c640cc,NBENTERPRISE (03acaee3-9492-4f40-aed4-bcb6b32981b6),MICROSOFT SOCIAL ENGAGEMENT - SERVICE DISCONTINUATION (03acaee3-9492-4f40-aed4-bcb6b32981b6)
DYNAMICS 365 FOR SALES AND CUSTOMER SERVICE ENTERPRISE EDITION,DYN365_ENTERPRISE_SALES_CUSTOMERSERVICE,8edc2cf8-6438-4fa9-b6e3-aa1660c640cc,POWERAPPS_DYN_APPS (874fc546-6efe-4d22-90b8-5c4e7aa59f4b),POWERAPPS FOR DYNAMICS 365 (874fc546-6efe-4d22-90b8-5c4e7aa59f4b)
DYNAMICS 365 FOR SALES AND CUSTOMER SERVICE ENTERPRISE EDITION,DYN365_ENTERPRISE_SALES_CUSTOMERSERVICE,8edc2cf8-6438-4fa9-b6e3-aa1660c640cc,PROJECT_ESSENTIALS (1259157c-8581-4875-bca7-2ffb18c51bda),PROJECT ONLINE ESSENTIALS (1259157c-8581-4875-bca7-2ffb18c51bda)
DYNAMICS 365 FOR SALES AND CUSTOMER SERVICE ENTERPRISE EDITION,DYN365_ENTERPRISE_SALES_CUSTOMERSERVICE,8edc2cf8-6438-4fa9-b6e3-aa1660c640cc,SHAREPOINTENTERPRISE (5dbe027f-2339-4123-9542-606e4d348a72),SHAREPOINT ONLINE (PLAN 2) (5dbe027f-2339-4123-9542-606e4d348a72)
DYNAMICS 365 FOR SALES AND CUSTOMER SERVICE ENTERPRISE EDITION,DYN365_ENTERPRISE_SALES_CUSTOMERSERVICE,8edc2cf8-6438-4fa9-b6e3-aa1660c640cc,SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),OFFICE ONLINE (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
DYNAMICS 365 FOR SALES ENTERPRISE EDITION,DYN365_ENTERPRISE_SALES,1e1a282c-9c54-43a2-9310-98ef728faace,DYN365_ENTERPRISE_SALES (2da8e897-7791-486b-b08f-cc63c8129df7),DYNAMICS 365 FOR SALES (2da8e897-7791-486b-b08f-cc63c8129df7)
DYNAMICS 365 FOR SALES ENTERPRISE EDITION,DYN365_ENTERPRISE_SALES,1e1a282c-9c54-43a2-9310-98ef728faace,FLOW_DYN_APPS (7e6d7d78-73de-46ba-83b1-6d25117334ba),FLOW FOR DYNAMICS 365 (7e6d7d78-73de-46ba-83b1-6d25117334ba)
DYNAMICS 365 FOR SALES ENTERPRISE EDITION,DYN365_ENTERPRISE_SALES,1e1a282c-9c54-43a2-9310-98ef728faace,NBENTERPRISE (03acaee3-9492-4f40-aed4-bcb6b32981b6),MICROSOFT SOCIAL ENGAGEMENT - SERVICE DISCONTINUATION (03acaee3-9492-4f40-aed4-bcb6b32981b6)
DYNAMICS 365 FOR SALES ENTERPRISE EDITION,DYN365_ENTERPRISE_SALES,1e1a282c-9c54-43a2-9310-98ef728faace,POWERAPPS_DYN_APPS (874fc546-6efe-4d22-90b8-5c4e7aa59f4b),POWERAPPS FOR DYNAMICS 365 (874fc546-6efe-4d22-90b8-5c4e7aa59f4b)
DYNAMICS 365 FOR SALES ENTERPRISE EDITION,DYN365_ENTERPRISE_SALES,1e1a282c-9c54-43a2-9310-98ef728faace,PROJECT_ESSENTIALS (1259157c-8581-4875-bca7-2ffb18c51bda),PROJECT ONLINE ESSENTIALS (1259157c-8581-4875-bca7-2ffb18c51bda)
DYNAMICS 365 FOR SALES ENTERPRISE EDITION,DYN365_ENTERPRISE_SALES,1e1a282c-9c54-43a2-9310-98ef728faace,SHAREPOINTENTERPRISE (5dbe027f-2339-4123-9542-606e4d348a72),SHAREPOINT ONLINE (PLAN 2) (5dbe027f-2339-4123-9542-606e4d348a72)
DYNAMICS 365 FOR SALES ENTERPRISE EDITION,DYN365_ENTERPRISE_SALES,1e1a282c-9c54-43a2-9310-98ef728faace,SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),OFFICE ONLINE (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
DYNAMICS 365 FOR TEAM MEMBERS ENTERPRISE EDITION,DYN365_ENTERPRISE_TEAM_MEMBERS,8e7a3d30-d97d-43ab-837c-d7701cef83dc,DYN365_Enterprise_Talent_Attract_TeamMember (643d201a-9884-45be-962a-06ba97062e5e),DYNAMICS 365 FOR TALENT - ATTRACT EXPERIENCE TEAM MEMBER (643d201a-9884-45be-962a-06ba97062e5e)
DYNAMICS 365 FOR TEAM MEMBERS ENTERPRISE EDITION,DYN365_ENTERPRISE_TEAM_MEMBERS,8e7a3d30-d97d-43ab-837c-d7701cef83dc,DYN365_Enterprise_Talent_Onboard_TeamMember (f2f49eef-4b3f-4853-809a-a055c6103fe0),DYNAMICS 365 FOR TALENT - ONBOARD EXPERIENCE (f2f49eef-4b3f-4853-809a-a055c6103fe0)
DYNAMICS 365 FOR TEAM MEMBERS ENTERPRISE EDITION,DYN365_ENTERPRISE_TEAM_MEMBERS,8e7a3d30-d97d-43ab-837c-d7701cef83dc,DYN365_ENTERPRISE_TEAM_MEMBERS (6a54b05e-4fab-40e7-9828-428db3b336fa),DYNAMICS 365 FOR TEAM MEMBERS (6a54b05e-4fab-40e7-9828-428db3b336fa)
DYNAMICS 365 FOR TEAM MEMBERS ENTERPRISE EDITION,DYN365_ENTERPRISE_TEAM_MEMBERS,8e7a3d30-d97d-43ab-837c-d7701cef83dc,Dynamics_365_for_Operations_Team_members (f5aa7b45-8a36-4cd1-bc37-5d06dea98645),DYNAMICS_365_FOR_OPERATIONS_TEAM_MEMBERS (f5aa7b45-8a36-4cd1-bc37-5d06dea98645)
DYNAMICS 365 FOR TEAM MEMBERS ENTERPRISE EDITION,DYN365_ENTERPRISE_TEAM_MEMBERS,8e7a3d30-d97d-43ab-837c-d7701cef83dc,Dynamics_365_for_Retail_Team_members (c0454a3d-32b5-4740-b090-78c32f48f0ad),DYNAMICS 365 FOR RETAIL TEAM MEMBERS (c0454a3d-32b5-4740-b090-78c32f48f0ad)
DYNAMICS 365 FOR TEAM MEMBERS ENTERPRISE EDITION,DYN365_ENTERPRISE_TEAM_MEMBERS,8e7a3d30-d97d-43ab-837c-d7701cef83dc,Dynamics_365_for_Talent_Team_members (d5156635-0704-4f66-8803-93258f8b2678),DYNAMICS 365 FOR TALENT TEAM MEMBERS (d5156635-0704-4f66-8803-93258f8b2678)
DYNAMICS 365 FOR TEAM MEMBERS ENTERPRISE EDITION,DYN365_ENTERPRISE_TEAM_MEMBERS,8e7a3d30-d97d-43ab-837c-d7701cef83dc,FLOW_DYN_TEAM (1ec58c70-f69c-486a-8109-4b87ce86e449),FLOW FOR DYNAMICS 365 (1ec58c70-f69c-486a-8109-4b87ce86e449)
DYNAMICS 365 FOR TEAM MEMBERS ENTERPRISE EDITION,DYN365_ENTERPRISE_TEAM_MEMBERS,8e7a3d30-d97d-43ab-837c-d7701cef83dc,POWERAPPS_DYN_TEAM (52e619e2-2730-439a-b0d3-d09ab7e8b705),POWERAPPS FOR DYNAMICS 365 (52e619e2-2730-439a-b0d3-d09ab7e8b705)
DYNAMICS 365 FOR TEAM MEMBERS ENTERPRISE EDITION,DYN365_ENTERPRISE_TEAM_MEMBERS,8e7a3d30-d97d-43ab-837c-d7701cef83dc,PROJECT_ESSENTIALS (1259157c-8581-4875-bca7-2ffb18c51bda),PROJECT ONLINE ESSENTIALS (1259157c-8581-4875-bca7-2ffb18c51bda)
DYNAMICS 365 FOR TEAM MEMBERS ENTERPRISE EDITION,DYN365_ENTERPRISE_TEAM_MEMBERS,8e7a3d30-d97d-43ab-837c-d7701cef83dc,SHAREPOINTENTERPRISE (5dbe027f-2339-4123-9542-606e4d348a72),SHAREPOINT ONLINE (PLAN 2) (5dbe027f-2339-4123-9542-606e4d348a72)
DYNAMICS 365 FOR TEAM MEMBERS ENTERPRISE EDITION,DYN365_ENTERPRISE_TEAM_MEMBERS,8e7a3d30-d97d-43ab-837c-d7701cef83dc,SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),OFFICE ONLINE (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
DYNAMICS 365 UNF OPS PLAN ENT EDITION,Dynamics_365_for_Operations,ccba3cfe-71ef-423a-bd87-b6df3dce59a9,DDYN365_CDS_DYN_P2 (d1142cfd-872e-4e77-b6ff-d98ec5a51f66),COMMON DATA SERVICE (d1142cfd-872e-4e77-b6ff-d98ec5a51f66)
DYNAMICS 365 UNF OPS PLAN ENT EDITION,Dynamics_365_for_Operations,ccba3cfe-71ef-423a-bd87-b6df3dce59a10,DYN365_TALENT_ENTERPRISE (65a1ebf4-6732-4f00-9dcb-3d115ffdeecd),DYNAMICS 365 FOR TALENT (65a1ebf4-6732-4f00-9dcb-3d115ffdeecd)
DYNAMICS 365 UNF OPS PLAN ENT EDITION,Dynamics_365_for_Operations,ccba3cfe-71ef-423a-bd87-b6df3dce59a11,Dynamics_365_for_Operations (95d2cd7b-1007-484b-8595-5e97e63fe189),DYNAMICS_365_FOR_OPERATIONS (95d2cd7b-1007-484b-8595-5e97e63fe189)
DYNAMICS 365 UNF OPS PLAN ENT EDITION,Dynamics_365_for_Operations,ccba3cfe-71ef-423a-bd87-b6df3dce59a12,Dynamics_365_for_Retail (a9e39199-8369-444b-89c1-5fe65ec45665),DYNAMICS 365 FOR RETAIL (a9e39199-8369-444b-89c1-5fe65ec45665)
DYNAMICS 365 UNF OPS PLAN ENT EDITION,Dynamics_365_for_Operations,ccba3cfe-71ef-423a-bd87-b6df3dce59a13,Dynamics_365_Hiring_Free_PLAN (f815ac79-c5dd-4bcc-9b78-d97f7b817d0d),Dynamics_365_Hiring_Free_PLAN (f815ac79-c5dd-4bcc-9b78-d97f7b817d0d)
DYNAMICS 365 UNF OPS PLAN ENT EDITION,Dynamics_365_for_Operations,ccba3cfe-71ef-423a-bd87-b6df3dce59a14,Dynamics_365_Onboarding_Free_PLAN (300b8114-8555-4313-b861-0c115d820f50),DYNAMICS 365 FOR TALENT: ONBOARD (300b8114-8555-4313-b861-0c115d820f50)
DYNAMICS 365 UNF OPS PLAN ENT EDITION,Dynamics_365_for_Operations,ccba3cfe-71ef-423a-bd87-b6df3dce59a15,FLOW_DYN_P2 (b650d915-9886-424b-a08d-633cede56f57),FLOW FOR DYNAMICS 365(b650d915-9886-424b-a08d-633cede56f57)
DYNAMICS 365 UNF OPS PLAN ENT EDITION,Dynamics_365_for_Operations,ccba3cfe-71ef-423a-bd87-b6df3dce59a16,POWERAPPS_DYN_P2 (0b03f40b-c404-40c3-8651-2aceb74365fa),POWERAPPS FOR DYNAMICS 365 (0b03f40b-c404-40c3-8651-2aceb74365fa)
ENTERPRISE MOBILITY + SECURITY E3,EMS,efccb6f7-5641-4e0e-bd10-b4976e1bf68e,AAD_PREMIUM (41781fb2-bc02-4b7c-bd55-b576c07bb09d),AZURE ACTIVE DIRECTORY PREMIUM P1 (41781fb2-bc02-4b7c-bd55-b576c07bb09d)
ENTERPRISE MOBILITY + SECURITY E4,EMS,efccb6f7-5641-4e0e-bd10-b4976e1bf68e,ADALLOM_S_DISCOVERY (932ad362-64a8-4783-9106-97849a1a30b9),CLOUD APP SECURITY DISCOVERY (932ad362-64a8-4783-9106-97849a1a30b9)
ENTERPRISE MOBILITY + SECURITY E5,EMS,efccb6f7-5641-4e0e-bd10-b4976e1bf68e,INTUNE_A (c1ec4a95-1f05-45b3-a911-aa3fa01094f5),MICROSOFT INTUNE (c1ec4a95-1f05-45b3-a911-aa3fa01094f5)
ENTERPRISE MOBILITY + SECURITY E6,EMS,efccb6f7-5641-4e0e-bd10-b4976e1bf68e,MFA_PREMIUM (8a256a2b-b617-496d-b51b-e76466e88db0),MICROSOFT AZURE MULTI-FACTOR AUTHENTICATION (8a256a2b-b617-496d-b51b-e76466e88db0)
ENTERPRISE MOBILITY + SECURITY E7,EMS,efccb6f7-5641-4e0e-bd10-b4976e1bf68e,RMS_S_ENTERPRISE (bea4c11e-220a-4e6d-8eb8-8ea15d019f90),MICROSOFT AZURE ACTIVE DIRECTORY RIGHTS (bea4c11e-220a-4e6d-8eb8-8ea15d019f90)
ENTERPRISE MOBILITY + SECURITY E8,EMS,efccb6f7-5641-4e0e-bd10-b4976e1bf68e,RMS_S_PREMIUM (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3),AZURE INFORMATION PROTECTION PREMIUM P1 (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3)
ENTERPRISE MOBILITY + SECURITY E5,EMSPREMIUM,b05e124f-c7cc-45a0-a6aa-8cf78c946968,AAD_PREMIUM (41781fb2-bc02-4b7c-bd55-b576c07bb09d),AZURE ACTIVE DIRECTORY PREMIUM P1 (41781fb2-bc02-4b7c-bd55-b576c07bb09d)
ENTERPRISE MOBILITY + SECURITY E6,EMSPREMIUM,b05e124f-c7cc-45a0-a6aa-8cf78c946969,AAD_PREMIUM_P2 (eec0eb4f-6444-4f95-aba0-50c24d67f998),AZURE ACTIVE DIRECTORY PREMIUM P2 (eec0eb4f-6444-4f95-aba0-50c24d67f998)
ENTERPRISE MOBILITY + SECURITY E7,EMSPREMIUM,b05e124f-c7cc-45a0-a6aa-8cf78c946970,ADALLOM_S_STANDALONE (2e2ddb96-6af9-4b1d-a3f0-d6ecfd22edb2),MICROSOFT CLOUD APP SECURITY (2e2ddb96-6af9-4b1d-a3f0-d6ecfd22edb2)
ENTERPRISE MOBILITY + SECURITY E8,EMSPREMIUM,b05e124f-c7cc-45a0-a6aa-8cf78c946971,ATA (14ab5db5-e6c4-4b20-b4bc-13e36fd2227f),AZURE ADVANCED THREAT PROTECTION (14ab5db5-e6c4-4b20-b4bc-13e36fd2227f)
ENTERPRISE MOBILITY + SECURITY E9,EMSPREMIUM,b05e124f-c7cc-45a0-a6aa-8cf78c946972,INTUNE_A (c1ec4a95-1f05-45b3-a911-aa3fa01094f5),MICROSOFT INTUNE (c1ec4a95-1f05-45b3-a911-aa3fa01094f5)
ENTERPRISE MOBILITY + SECURITY E10,EMSPREMIUM,b05e124f-c7cc-45a0-a6aa-8cf78c946973,MFA_PREMIUM (8a256a2b-b617-496d-b51b-e76466e88db0),MICROSOFT AZURE MULTI-FACTOR AUTHENTICATION (8a256a2b-b617-496d-b51b-e76466e88db0)
ENTERPRISE MOBILITY + SECURITY E11,EMSPREMIUM,b05e124f-c7cc-45a0-a6aa-8cf78c946974,RMS_S_ENTERPRISE (bea4c11e-220a-4e6d-8eb8-8ea15d019f90),MICROSOFT AZURE ACTIVE DIRECTORY RIGHTS (bea4c11e-220a-4e6d-8eb8-8ea15d019f90)
ENTERPRISE MOBILITY + SECURITY E12,EMSPREMIUM,b05e124f-c7cc-45a0-a6aa-8cf78c946975,RMS_S_PREMIUM (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3),AZURE INFORMATION PROTECTION PREMIUM P1 (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3)
ENTERPRISE MOBILITY + SECURITY E13,EMSPREMIUM,b05e124f-c7cc-45a0-a6aa-8cf78c946976,RMS_S_PREMIUM2 (5689bec4-755d-4753-8b61-40975025187c),AZURE INFORMATION PROTECTION PREMIUM P2 (5689bec4-755d-4753-8b61-40975025187c)
EXCHANGE ONLINE (PLAN 1),EXCHANGESTANDARD,4b9405b0-7788-4568-add1-99614e613b69,EXCHANGE_S_STANDARD (9aaf7827-d63c-4b61-89c3-182f06f82e5c),EXCHANGE ONLINE (PLAN 1) (9aaf7827-d63c-4b61-89c3-182f06f82e5c)
EXCHANGE ONLINE (PLAN 2),EXCHANGEENTERPRISE,19ec0d23-8335-4cbd-94ac-6050e30712fa,EXCHANGE_S_ENTERPRISE (efb87545-963c-4e0d-99df-69c6916d9eb0),EXCHANGE ONLINE (PLAN 2)(efb87545-963c-4e0d-99df-69c6916d9eb0)
EXCHANGE ONLINE ARCHIVING FOR EXCHANGE ONLINE,EXCHANGEARCHIVE_ADDON,ee02fd1b-340e-4a4b-b355-4a514e4c8943,EXCHANGE_S_ARCHIVE_ADDON (176a09a6-7ec5-4039-ac02-b2791c6ba793),EXCHANGE ONLINE ARCHIVING FOR EXCHANGE ONLINE (176a09a6-7ec5-4039-ac02-b2791c6ba793)
EXCHANGE ONLINE ARCHIVING FOR EXCHANGE SERVER,EXCHANGEARCHIVE,90b5e015-709a-4b8b-b08e-3200f994494c,EXCHANGE_S_ARCHIVE (da040e0a-b393-4bea-bb76-928b3fa1cf5a),EXCHANGE ONLINE ARCHIVING FOR EXCHANGE SERVER (da040e0a-b393-4bea-bb76-928b3fa1cf5a)
EXCHANGE ONLINE ESSENTIALS,EXCHANGEESSENTIALS,7fc0182e-d107-4556-8329-7caaa511197b,EXCHANGE_S_STANDARD (9aaf7827-d63c-4b61-89c3-182f06f82e5c),EXCHANGE ONLINE (PLAN 1) (9aaf7827-d63c-4b61-89c3-182f06f82e5c)
