Product name,String ID,GUID,Service plans included,Service plans included (friendly names)
Microsoft 365 E5 Compliance,INFORMATION_PROTECTION_COMPLIANCE,184efa21-98c3-4e5d-95ab-d07053a96e73,PAM_ENTERPRISE (b1188c4c-1b36-4018-b48b-ee07604f6feb),Office 365 Privileged Access Management (b1188c4c-1b36-4018-b48b-ee07604f6feb)
Microsoft 365 E5 Compliance,INFORMATION_PROTECTION_COMPLIANCE,184efa21-98c3-4e5d-95ab-d07053a96e74,PREMIUM_ENCRYPTION (617b097b-4b93-4ede-83de-5f075bb5fb2f),Premium Encryption in Office 365 (617b097b-4b93-4ede-83de-5f075bb5fb2f)
Microsoft 365 E5 Security,IDENTITY_THREAT_PROTECTION,26124093-3d78-432b-b5dc-48bf992543d5,AAD_PREMIUM_P2 (eec0eb4f-6444-4f95-aba0-50c24d67f998),Azure Active Directory Premium P2 (eec0eb4f-6444-4f95-aba0-50c24d67f998)
Microsoft 365 E5 Security,IDENTITY_THREAT_PROTECTION,26124093-3d78-432b-b5dc-48bf992543d5,ATA (14ab5db5-e6c4-4b20-b4bc-13e36fd2227f),Azure Advanced Threat Protection (14ab5db5-e6c4-4b20-b4bc-13e36fd2227f)
Microsoft 365 E5 Security,IDENTITY_THREAT_PROTECTION,26124093-3d78-432b-b5dc-48bf992543d5,ADALLOM_S_STANDALONE (2e2ddb96-6af9-4b1d-a3f0-d6ecfd22edb2),Microsoft Cloud App Security (2e2ddb96-6af9-4b1d-a3f0-d6ecfd22edb2)
Microsoft 365 E5 Security,IDENTITY_THREAT_PROTECTION,26124093-3d78-432b-b5dc-48bf992543d5,WINDEFATP (871d91ec-ec1a-452b-a83f-bd76c7d770ef),Microsoft Defender Advanced Threat Protection (871d91ec-ec1a-452b-a83f-bd76c7d770ef)
Microsoft 365 E5 Security,IDENTITY_THREAT_PROTECTION,26124093-3d78-432b-b5dc-48bf992543d5,ATP_ENTERPRISE (f20fedf3-f3c3-43c3-8267-2bfdd51c0939),Office 365 Advanced Threat Protection (Plan 1) (f20fedf3-f3c3-43c3-8267-2bfdd51c0939)
Microsoft 365 E5 Security,IDENTITY_THREAT_PROTECTION,26124093-3d78-432b-b5dc-48bf992543d5,THREAT_INTELLIGENCE (8e0c0a52-6a6c-4d40-8370-dd62790dcd70),Office 365 Advanced Threat Protection (Plan 2) (8e0c0a52-6a6c-4d40-8370-dd62790dcd70)
Microsoft 365 E5 Security,IDENTITY_THREAT_PROTECTION,26124093-3d78-432b-b5dc-48bf992543d5,SAFEDOCS (bf6f5520-59e3-4f82-974b-7dbbc4fd27c7),Office 365 SafeDocs (bf6f5520-59e3-4f82-974b-7dbbc4fd27c7)
Microsoft 365 E5 Security for EMS E5,IDENTITY_THREAT_PROTECTION_FOR_EMS_E5,44ac31e7-2999-4304-ad94-c948886741d4,WINDEFATP (871d91ec-ec1a-452b-a83f-bd76c7d770ef),Microsoft Defender Advanced Threat Protection (871d91ec-ec1a-452b-a83f-bd76c7d770ef)
Microsoft 365 E5 Security for EMS E5,IDENTITY_THREAT_PROTECTION_FOR_EMS_E5,44ac31e7-2999-4304-ad94-c948886741d4,ATP_ENTERPRISE (f20fedf3-f3c3-43c3-8267-2bfdd51c0939),Office 365 Advanced Threat Protection (Plan 1) (f20fedf3-f3c3-43c3-8267-2bfdd51c0939)
Microsoft 365 E5 Security for EMS E5,IDENTITY_THREAT_PROTECTION_FOR_EMS_E5,44ac31e7-2999-4304-ad94-c948886741d4,THREAT_INTELLIGENCE (8e0c0a52-6a6c-4d40-8370-dd62790dcd70),Office 365 Advanced Threat Protection (Plan 2) (8e0c0a52-6a6c-4d40-8370-dd62790dcd70)
Microsoft 365 E5 Security for EMS E5,IDENTITY_THREAT_PROTECTION_FOR_EMS_E5,44ac31e7-2999-4304-ad94-c948886741d4,SAFEDOCS (bf6f5520-59e3-4f82-974b-7dbbc4fd27c7),Office 365 SafeDocs (bf6f5520-59e3-4f82-974b-7dbbc4fd27c7)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,AAD_PREMIUM (41781fb2-bc02-4b7c-bd55-b576c07bb09d),Azure Active Directory Premium P1 (41781fb2-bc02-4b7c-bd55-b576c07bb09d)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,RMS_S_PREMIUM (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3),Azure Information Protection Premium P1 (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,ADALLOM_S_DISCOVERY (932ad362-64a8-4783-9106-97849a1a30b9),Cloud App Security Discovery (932ad362-64a8-4783-9106-97849a1a30b9)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,EXCHANGE_S_DESKLESS (4a82b400-a79f-41a4-b4e2-e94f5787b113),Exchange Online Kiosk (4a82b400-a79f-41a4-b4e2-e94f5787b113)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,FLOW_O365_S1 (bd91b1a4-9f94-4ecf-b45b-3a65e5c8128a),Flow for Office 365 K1 (bd91b1a4-9f94-4ecf-b45b-3a65e5c8128a)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,RMS_S_ENTERPRISE (bea4c11e-220a-4e6d-8eb8-8ea15d019f90),Microsoft Azure Active Directory Rights (bea4c11e-220a-4e6d-8eb8-8ea15d019f90)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,MFA_PREMIUM (8a256a2b-b617-496d-b51b-e76466e88db0),Microsoft Azure Multi-Factor Authentication (8a256a2b-b617-496d-b51b-e76466e88db0)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,FORMS_PLAN_K (f07046bd-2a3c-4b96-b0be-dea79d7cbfb8),Microsoft Forms (Plan K) (f07046bd-2a3c-4b96-b0be-dea79d7cbfb8)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,INTUNE_A (c1ec4a95-1f05-45b3-a911-aa3fa01094f5),Microsoft Intune (c1ec4a95-1f05-45b3-a911-aa3fa01094f5)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,KAIZALA_O365_P1 (73b2a583-6a59-42e3-8e83-54db46bc3278),Microsoft Kaizala Pro Plan 1 (73b2a583-6a59-42e3-8e83-54db46bc3278)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,MICROSOFT_SEARCH (94065c59-bc8e-4e8b-89e5-5138d471eaff),Microsoft Search (94065c59-bc8e-4e8b-89e5-5138d471eaff)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,Deskless (8c7d2df8-86f0-4902-b2ed-a0458298f3b3),Microsoft StaffHub (8c7d2df8-86f0-4902-b2ed-a0458298f3b3)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,STREAM_O365_K (3ffba0d2-38e5-4d5e-8ec0-98f2b05c09d9),Microsoft Stream for O365 K SKU (3ffba0d2-38e5-4d5e-8ec0-98f2b05c09d9)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929),Microsoft Teams (57ff2da0-773e-42df-b2af-ffb7a2317929)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,INTUNE_O365 (882e1d05-acd1-4ccb-8708-6ee03664b117),Mobile Device Management for Office 365 (882e1d05-acd1-4ccb-8708-6ee03664b117)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,OFFICEMOBILE_SUBSCRIPTION (c63d4d19-e8cb-460e-b37c-4d6c34603745),Office Mobile Apps for Office 365 (c63d4d19-e8cb-460e-b37c-4d6c34603745)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),Office Online (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,POWERAPPS_O365_S1 (e0287f9f-e222-4f98-9a83-f379e249159a),PowerApps for Office 365 K1 (e0287f9f-e222-4f98-9a83-f379e249159a)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,SHAREPOINTDESKLESS (902b47e5-dcb2-4fdc-858b-c63a90a2bdb9),SharePoint Online Kiosk (902b47e5-dcb2-4fdc-858b-c63a90a2bdb9)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,MCOIMP (afc06cb0-b4f4-4473-8286-d644f70d8faf),Skype for Business Online (Plan 1) (afc06cb0-b4f4-4473-8286-d644f70d8faf)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,BPOS_S_TODO_FIRSTLINE (80873e7a-cd2a-4e67-b061-1b5381a676a5),To-Do (Firstline) (80873e7a-cd2a-4e67-b061-1b5381a676a5)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,WHITEBOARD_FIRSTLINE1 (36b29273-c6d0-477a-aca6-6fbe24f538e3),Whiteboard (Firstline) (36b29273-c6d0-477a-aca6-6fbe24f538e3)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,WIN10_ENT_LOC_F1 (e041597c-9c7f-4ed9-99b0-2663301576f7),Windows 10 Enterprise E3 (local only) (e041597c-9c7f-4ed9-99b0-2663301576f7)
Microsoft 365 F1,SPE_F1,66b55226-6b4f-492c-910c-a3b7a3c9d993,YAMMER_ENTERPRISE (7547a3fe-08ee-4ccb-b430-5077c5041653),Yammer Enterprise (7547a3fe-08ee-4ccb-b430-5077c5041653)
Microsoft Defender Advanced Threat Protection,WIN_DEF_ATP,111046dd-295b-4d6d-9724-d52ac90bd1f2,EXCHANGE_S_FOUNDATION (113feb6c-3fe4-4440-bddc-54d774bf0318),Exchange Foundation (113feb6c-3fe4-4440-bddc-54d774bf0318)
Microsoft Defender Advanced Threat Protection,WIN_DEF_ATP,111046dd-295b-4d6d-9724-d52ac90bd1f2,WINDEFATP (871d91ec-ec1a-452b-a83f-bd76c7d770ef),Microsoft Defender Advanced Threat Protection (871d91ec-ec1a-452b-a83f-bd76c7d770ef)
MICROSOFT DYNAMICS CRM ONLINE BASIC,CRMPLAN2,906af65a-2970-46d5-9b58-4e9aa50f0657,CRMPLAN2 (bf36ca64-95c6-4918-9275-eb9f4ce2c04f),MICROSOFT DYNAMICS CRM ONLINE BASIC(bf36ca64-95c6-4918-9275-eb9f4ce2c04f)
MICROSOFT DYNAMICS CRM ONLINE BASIC,CRMPLAN2,906af65a-2970-46d5-9b58-4e9aa50f0657,FLOW_DYN_APPS (7e6d7d78-73de-46ba-83b1-6d25117334ba),FLOW FOR DYNAMICS 365 (7e6d7d78-73de-46ba-83b1-6d25117334ba)
MICROSOFT DYNAMICS CRM ONLINE BASIC,CRMPLAN2,906af65a-2970-46d5-9b58-4e9aa50f0657,POWERAPPS_DYN_APPS (874fc546-6efe-4d22-90b8-5c4e7aa59f4b),POWERAPPS FOR DYNAMICS 365 (874fc546-6efe-4d22-90b8-5c4e7aa59f4b)
MICROSOFT DYNAMICS CRM ONLINE,CRMSTANDARD,d17b27af-3f49-4822-99f9-56a661538792,CRMSTANDARD (f9646fb2-e3b2-4309-95de-dc4833737456),MICROSOFT DYNAMICS CRM ONLINE PROFESSIONAL(f9646fb2-e3b2-4309-95de-dc4833737456)
MICROSOFT DYNAMICS CRM ONLINE,CRMSTANDARD,d17b27af-3f49-4822-99f9-56a661538792,FLOW_DYN_APPS (7e6d7d78-73de-46ba-83b1-6d25117334ba),FLOW FOR DYNAMICS 365 (7e6d7d78-73de-46ba-83b1-6d25117334ba)
MICROSOFT DYNAMICS CRM ONLINE,CRMSTANDARD,d17b27af-3f49-4822-99f9-56a661538792,MDM_SALES_COLLABORATION (3413916e-ee66-4071-be30-6f94d4adfeda),MICROSOFT DYNAMICS MARKETING SALES COLLABORATION - ELIGIBILITY CRITERIA APPLY (3413916e-ee66-4071-be30-6f94d4adfeda)
MICROSOFT DYNAMICS CRM ONLINE,CRMSTANDARD,d17b27af-3f49-4822-99f9-56a661538792,NBPROFESSIONALFORCRM (3e58e97c-9abe-ebab-cd5f-d543d1529634),MICROSOFT SOCIAL ENGAGEMENT PROFESSIONAL - ELIGIBILITY CRITERIA APPLY (3e58e97c-9abe-ebab-cd5f-d543d1529634)
MICROSOFT DYNAMICS CRM ONLINE,CRMSTANDARD,d17b27af-3f49-4822-99f9-56a661538792,POWERAPPS_DYN_APPS (874fc546-6efe-4d22-90b8-5c4e7aa59f4b),POWERAPPS FOR DYNAMICS 365 (874fc546-6efe-4d22-90b8-5c4e7aa59f4b)
MS IMAGINE ACADEMY,IT_ACADEMY_AD,ba9a34de-4489-469d-879c-0f0f145321cd,IT_ACADEMY_AD (d736def0-1fde-43f0-a5be-e3f8b2de6e41),MS IMAGINE ACADEMY (d736def0-1fde-43f0-a5be-e3f8b2de6e41)
Office 365 Advanced Compliance,EQUIVIO_ANALYTICS,1b1b1f7a-8355-43b6-829f-336cfccb744c,LOCKBOX_ENTERPRISE (9f431833-0334-42de-a7dc-70aa40db46db),Customer Lockbox (9f431833-0334-42de-a7dc-70aa40db46db)
Office 365 Advanced Compliance,EQUIVIO_ANALYTICS,1b1b1f7a-8355-43b6-829f-336cfccb744c,INFORMATION_BARRIERS (c4801e8a-cb58-4c35-aca6-f2dcc106f287),Information Barriers (c4801e8a-cb58-4c35-aca6-f2dcc106f287)
Office 365 Advanced Compliance,EQUIVIO_ANALYTICS,1b1b1f7a-8355-43b6-829f-336cfccb744c,MIP_S_CLP2 (efb0351d-3b08-4503-993d-383af8de41e3),Information Protection for Office 365 - Premium (efb0351d-3b08-4503-993d-383af8de41e3)
Office 365 Advanced Compliance,EQUIVIO_ANALYTICS,1b1b1f7a-8355-43b6-829f-336cfccb744c,EQUIVIO_ANALYTICS (4de31727-a228-4ec3-a5bf-8e45b5ca48cc),Office 365 Advanced eDiscovery (4de31727-a228-4ec3-a5bf-8e45b5ca48cc)
Office 365 Advanced Compliance,EQUIVIO_ANALYTICS,1b1b1f7a-8355-43b6-829f-336cfccb744c,PAM_ENTERPRISE (b1188c4c-1b36-4018-b48b-ee07604f6feb),Office 365 Privileged Access Management (b1188c4c-1b36-4018-b48b-ee07604f6feb)
Office 365 Advanced Compliance,EQUIVIO_ANALYTICS,1b1b1f7a-8355-43b6-829f-336cfccb744c,PREMIUM_ENCRYPTION (617b097b-4b93-4ede-83de-5f075bb5fb2f),Premium Encryption in Office 365 (617b097b-4b93-4ede-83de-5f075bb5fb2f)
Office 365 Advanced Threat Protection (Plan 1),ATP_ENTERPRISE,4ef96642-f096-40de-a3e9-d83fb2f90211,ATP_ENTERPRISE (f20fedf3-f3c3-43c3-8267-2bfdd51c0939),Office 365 Advanced Threat Protection (Plan 1) (f20fedf3-f3c3-43c3-8267-2bfdd51c0939)
OFFICE 365 BUSINESS,O365_BUSINESS,cdd28e44-67e3-425e-be4c-737fab2899d3,FORMS_PLAN_E1 (159f4cd6-e380-449f-a816-af1a9ef76344),MICROSOFT FORMS (PLAN E1) (159f4cd6-e380-449f-a816-af1a9ef76344)
OFFICE 365 BUSINESS,O365_BUSINESS,cdd28e44-67e3-425e-be4c-737fab2899d3,OFFICE_BUSINESS (094e7854-93fc-4d55-b2c0-3ab5369ebdc1),OFFICE 365 BUSINESS (094e7854-93fc-4d55-b2c0-3ab5369ebdc1)
OFFICE 365 BUSINESS,O365_BUSINESS,cdd28e44-67e3-425e-be4c-737fab2899d3,ONEDRIVESTANDARD (13696edf-5a08-49f6-8134-03083ed8ba30),ONEDRIVESTANDARD (13696edf-5a08-49f6-8134-03083ed8ba30)
OFFICE 365 BUSINESS,O365_BUSINESS,cdd28e44-67e3-425e-be4c-737fab2899d3,SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),OFFICE ONLINE (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
OFFICE 365 BUSINESS,O365_BUSINESS,cdd28e44-67e3-425e-be4c-737fab2899d3,SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
OFFICE 365 BUSINESS,SMB_BUSINESS,b214fe43-f5a3-4703-beeb-fa97188220fc,FORMS_PLAN_E1 (159f4cd6-e380-449f-a816-af1a9ef76344),MICROSOFT FORMS (PLAN E1) (159f4cd6-e380-449f-a816-af1a9ef76344)
OFFICE 365 BUSINESS,SMB_BUSINESS,b214fe43-f5a3-4703-beeb-fa97188220fc,OFFICE_BUSINESS (094e7854-93fc-4d55-b2c0-3ab5369ebdc1),OFFICE 365 BUSINESS (094e7854-93fc-4d55-b2c0-3ab5369ebdc1)
OFFICE 365 BUSINESS,SMB_BUSINESS,b214fe43-f5a3-4703-beeb-fa97188220fc,ONEDRIVESTANDARD (13696edf-5a08-49f6-8134-03083ed8ba30),ONEDRIVESTANDARD (13696edf-5a08-49f6-8134-03083ed8ba30)
OFFICE 365 BUSINESS,SMB_BUSINESS,b214fe43-f5a3-4703-beeb-fa97188220fc,SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),OFFICE ONLINE (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
OFFICE 365 BUSINESS,SMB_BUSINESS,b214fe43-f5a3-4703-beeb-fa97188220fc,SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
OFFICE 365 BUSINESS ESSENTIALS,O365_BUSINESS_ESSENTIALS,3b555118-da6a-4418-894f-7df1e2096870,BPOS_S_TODO_1 (5e62787c-c316-451f-b873-1d05acd4d12c),BPOS_S_TODO_1 (5e62787c-c316-451f-b873-1d05acd4d12c)
OFFICE 365 BUSINESS ESSENTIALS,O365_BUSINESS_ESSENTIALS,3b555118-da6a-4418-894f-7df1e2096870,EXCHANGE_S_STANDARD (9aaf7827-d63c-4b61-89c3-182f06f82e5c),EXCHANGE ONLINE (PLAN 1) (9aaf7827-d63c-4b61-89c3-182f06f82e5c)
OFFICE 365 BUSINESS ESSENTIALS,O365_BUSINESS_ESSENTIALS,3b555118-da6a-4418-894f-7df1e2096870,FLOW_O365_P1 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4),FLOW FOR OFFICE 365 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4)
OFFICE 365 BUSINESS ESSENTIALS,O365_BUSINESS_ESSENTIALS,3b555118-da6a-4418-894f-7df1e2096870,FORMS_PLAN_E1 (159f4cd6-e380-449f-a816-af1a9ef76344),MICROSOFT FORMS (PLAN E1) (159f4cd6-e380-449f-a816-af1a9ef76344)
OFFICE 365 BUSINESS ESSENTIALS,O365_BUSINESS_ESSENTIALS,3b555118-da6a-4418-894f-7df1e2096870,MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),SKYPE FOR BUSINESS ONLINE (PLAN 2) (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
OFFICE 365 BUSINESS ESSENTIALS,O365_BUSINESS_ESSENTIALS,3b555118-da6a-4418-894f-7df1e2096870,OFFICEMOBILE_SUBSCRIPTION (c63d4d19-e8cb-460e-b37c-4d6c34603745),OFFICEMOBILE_SUBSCRIPTION (c63d4d19-e8cb-460e-b37c-4d6c34603745)
OFFICE 365 BUSINESS ESSENTIALS,O365_BUSINESS_ESSENTIALS,3b555118-da6a-4418-894f-7df1e2096870,POWERAPPS_O365_P1 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c),POWERAPPS FOR OFFICE 365 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c)
OFFICE 365 BUSINESS ESSENTIALS,O365_BUSINESS_ESSENTIALS,3b555118-da6a-4418-894f-7df1e2096870,PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9),MICROSOFT PLANNER(b737dad2-2f6c-4c65-90e3-ca563267e8b9)
OFFICE 365 BUSINESS ESSENTIALS,O365_BUSINESS_ESSENTIALS,3b555118-da6a-4418-894f-7df1e2096870,SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1),SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1)
OFFICE 365 BUSINESS ESSENTIALS,O365_BUSINESS_ESSENTIALS,3b555118-da6a-4418-894f-7df1e2096870,SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),OFFICE ONLINE (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
OFFICE 365 BUSINESS ESSENTIALS,O365_BUSINESS_ESSENTIALS,3b555118-da6a-4418-894f-7df1e2096870,SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
OFFICE 365 BUSINESS ESSENTIALS,O365_BUSINESS_ESSENTIALS,3b555118-da6a-4418-894f-7df1e2096870,TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929),TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929)
OFFICE 365 BUSINESS ESSENTIALS,O365_BUSINESS_ESSENTIALS,3b555118-da6a-4418-894f-7df1e2096870,YAMMER_ENTERPRISE (7547a3fe-08ee-4ccb-b430-5077c5041653),YAMMER_ENTERPRISE (7547a3fe-08ee-4ccb-b430-5077c5041653)
OFFICE 365 BUSINESS ESSENTIALS,SMB_BUSINESS_ESSENTIALS,dab7782a-93b1-4074-8bb1-0e61318bea0b,BPOS_S_TODO_1 (5e62787c-c316-451f-b873-1d05acd4d12c),BPOS_S_TODO_1 (5e62787c-c316-451f-b873-1d05acd4d12c)
OFFICE 365 BUSINESS ESSENTIALS,SMB_BUSINESS_ESSENTIALS,dab7782a-93b1-4074-8bb1-0e61318bea0b,EXCHANGE_S_STANDARD (9aaf7827-d63c-4b61-89c3-182f06f82e5c),EXCHANGE ONLINE (PLAN 1) (9aaf7827-d63c-4b61-89c3-182f06f82e5c)
OFFICE 365 BUSINESS ESSENTIALS,SMB_BUSINESS_ESSENTIALS,dab7782a-93b1-4074-8bb1-0e61318bea0b,FLOW_O365_P1 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4),FLOW FOR OFFICE 365 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4)
OFFICE 365 BUSINESS ESSENTIALS,SMB_BUSINESS_ESSENTIALS,dab7782a-93b1-4074-8bb1-0e61318bea0b,FORMS_PLAN_E1 (159f4cd6-e380-449f-a816-af1a9ef76344),MICROSOFT FORMS (PLAN E1) (159f4cd6-e380-449f-a816-af1a9ef76344)
OFFICE 365 BUSINESS ESSENTIALS,SMB_BUSINESS_ESSENTIALS,dab7782a-93b1-4074-8bb1-0e61318bea0b,MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),SKYPE FOR BUSINESS ONLINE (PLAN 2) (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
OFFICE 365 BUSINESS ESSENTIALS,SMB_BUSINESS_ESSENTIALS,dab7782a-93b1-4074-8bb1-0e61318bea0b,OFFICEMOBILE_SUBSCRIPTION (c63d4d19-e8cb-460e-b37c-4d6c34603745),OFFICEMOBILE_SUBSCRIPTION (c63d4d19-e8cb-460e-b37c-4d6c34603745)
OFFICE 365 BUSINESS ESSENTIALS,SMB_BUSINESS_ESSENTIALS,dab7782a-93b1-4074-8bb1-0e61318bea0b,POWERAPPS_O365_P1 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c),POWERAPPS FOR OFFICE 365 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c)
OFFICE 365 BUSINESS ESSENTIALS,SMB_BUSINESS_ESSENTIALS,dab7782a-93b1-4074-8bb1-0e61318bea0b,PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9),MICROSOFT PLANNER(b737dad2-2f6c-4c65-90e3-ca563267e8b9)
OFFICE 365 BUSINESS ESSENTIALS,SMB_BUSINESS_ESSENTIALS,dab7782a-93b1-4074-8bb1-0e61318bea0b,SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1),SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1)
OFFICE 365 BUSINESS ESSENTIALS,SMB_BUSINESS_ESSENTIALS,dab7782a-93b1-4074-8bb1-0e61318bea0b,SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),OFFICE ONLINE (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
OFFICE 365 BUSINESS ESSENTIALS,SMB_BUSINESS_ESSENTIALS,dab7782a-93b1-4074-8bb1-0e61318bea0b,SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
OFFICE 365 BUSINESS ESSENTIALS,SMB_BUSINESS_ESSENTIALS,dab7782a-93b1-4074-8bb1-0e61318bea0b,TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929),TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929)
OFFICE 365 BUSINESS ESSENTIALS,SMB_BUSINESS_ESSENTIALS,dab7782a-93b1-4074-8bb1-0e61318bea0b,YAMMER_MIDSIZE (41bf139a-4e60-409f-9346-a1361efc6dfb),YAMMER_MIDSIZE (41bf139a-4e60-409f-9346-a1361efc6dfb)
OFFICE 365 BUSINESS PREMIUM,O365_BUSINESS_PREMIUM,f245ecc8-75af-4f8e-b61f-27d8114de5f3,BPOS_S_TODO_1 (5e62787c-c316-451f-b873-1d05acd4d12c),BPOS_S_TODO_1 (5e62787c-c316-451f-b873-1d05acd4d12c)
OFFICE 365 BUSINESS PREMIUM,O365_BUSINESS_PREMIUM,f245ecc8-75af-4f8e-b61f-27d8114de5f3,Deskless (8c7d2df8-86f0-4902-b2ed-a0458298f3b3),MICROSOFT STAFFHUB (8c7d2df8-86f0-4902-b2ed-a0458298f3b3)
OFFICE 365 BUSINESS PREMIUM,O365_BUSINESS_PREMIUM,f245ecc8-75af-4f8e-b61f-27d8114de5f3,EXCHANGE_S_STANDARD (9aaf7827-d63c-4b61-89c3-182f06f82e5c),EXCHANGE ONLINE (PLAN 1) (9aaf7827-d63c-4b61-89c3-182f06f82e5c)
OFFICE 365 BUSINESS PREMIUM,O365_BUSINESS_PREMIUM,f245ecc8-75af-4f8e-b61f-27d8114de5f3,FLOW_O365_P1 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4),FLOW FOR OFFICE 365 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4)
OFFICE 365 BUSINESS PREMIUM,O365_BUSINESS_PREMIUM,f245ecc8-75af-4f8e-b61f-27d8114de5f3,FORMS_PLAN_E1 (159f4cd6-e380-449f-a816-af1a9ef76344),MICROSOFT FORMS (PLAN E1) (159f4cd6-e380-449f-a816-af1a9ef76344)
